productora,revenue,nro_peliculas
VOO,36730062.0,11
Film and Music Entertainment (F&ME),2270658.0,11
Firm Films,729624245.0,11
Universal Television,0.0,11
ImageMovers,2259425488.0,11
Indian Paintbrush,362238009.0,11
TPS Cinéma,145026809.0,11
SCOPE Invest,5507396.0,11
Sunrise,0.0,11
Indigo Film,47222430.0,11
Weed Road Pictures,2530739106.0,11
Thin Man Films,55077942.0,11
ZDF,0.0,11
Patagonik Film Group,0.0,11
Agencja Produkcji Filmowej,120072577.0,11
CBS Entertainment Productions,10297601.0,11
Pathé Frères,0.0,11
IMAX,97715952.0,11
New Artists Alliance,19613.0,11
120dB Films,1206313.0,11
Samsa Film,2833802.0,11
Channel 4 Television Corporation,88025781.0,11
Agat Films & Cie,0.0,11
Hyde Park Films,287535143.0,11
Lucky Red,12951080.0,11
Intrepid Pictures,273949245.0,11
Shooting Gallery,2505137.0,11
France2 Cinéma,5590930.0,11
Screen Yorkshire,9802391.0,11
Filmfour,70027493.0,11
Team Todd,1749599141.0,11
Art Linson Productions,218958838.0,11
Granada Film Productions,128767158.0,11
Tele München Fernseh Produktionsgesellschaft (TMG),231910052.0,11
De Line Pictures,1280085883.0,11
Road Movies Filmproduktion,2992442.0,11
Mediapro,322621587.0,11
Société Nouvelle de Cinématographie,0.0,11
Eisei Gekijo,0.0,11
Sogepaq,54193080.0,11
Kanzaman,619753321.0,11
Groundswell Productions,128792730.0,11
Rai Cinemafiction,1805884.0,11
Amuse Soft Entertainment,154432387.0,11
Boll Kino Beteiligungs GmbH & Co. KG,24260989.0,11
Nippon Television Network Corporation (NTV),15.0,11
"Zespól Filmowy ""Kadr""",0.0,11
Golden Harvest Company Ltd.,0.0,11
Colorado Film Production,23639034.0,11
Prescience,80348817.0,11
Enigma Productions,111642040.0,11
The Mark Gordon Company,1112751720.0,11
La Sept-Arte,0.0,11
FilmColony,484612265.0,11
Fox Star Studios,71478994.0,11
Triumph Films,23675010.0,11
Flora Film,0.0,11
TF1 Droits Audiovisuels,26616622.0,11
Epic Productions,46253440.0,11
Les Films de la Boétie,0.0,11
Caliber Media Company,1469.0,11
Globo filmes,93955381.0,11
Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),0.0,11
Filmgate Films,186460031.0,11
"RKO Radio Pictures, Inc.",0.0,11
Belarusfilm,0.0,11
Enlight Pictures,594688398.0,11
CNC,4610319.0,11
Comedy Dynamics,0.0,11
FilmDistrict,469723435.0,11
Mandalay Entertainment,410993462.0,11
Buster Keaton Productions,0.0,11
FilmEngine,207459316.0,11
Metrol Technology,25134536.0,11
Tokyo Movie Shinsha (TMS),553171.0,10
PM Entertainment Group,0.0,10
ITC Entertainment,15475600.0,10
20th Century Pictures,0.0,10
Sozosha,0.0,10
Vertigo Productions,600000.0,10
Tiberius Film,3512921.0,10
Active Entertainment,0.0,10
Telewizja Polska (TVP),120415096.0,10
Deutsche Filmförderfonds (DFFF),415719931.0,10
Michael De Luca Productions,1414489353.0,10
Alpine Medien Productions,0.0,10
Lo Wei Motion Picture Company,0.0,10
Madras Talkies,46645872.0,10
France 3 (FR 3),14000000.0,10
Film Commission Torino-Piemonte,16018233.0,10
Maran Film,0.0,10
Egoli Tossell Film AG,40127838.0,10
Excel Entertainment,26099000.0,10
Tig Productions,1022699194.0,10
Mainichi Broadcasting System (MBS),90561321.0,10
Syncopy,5359855515.0,10
Permut Presentations,487730074.0,10
Walt Disney,1528001788.0,10
Terra-Filmkunst,0.0,10
Caviar Films,1477002.0,10
Sean S. Cunningham Films,263813826.0,10
Super Écran,3494070.0,10
Turner Pictures (I),38902977.0,10
Section Eight,1477973497.0,10
Rat Pack Filmproduktion,3621046.0,10
Antena 3 Televisión,158709716.0,10
RT Features,47243285.0,10
GreeneStreet Films,97933750.0,10
Cube Vision,672222524.0,10
WoWow,42673902.0,10
Cinéfrance 1888,14503230.0,10
Seven Pictures,6164219.0,10
Bioskop Film,0.0,10
Film Polski,0.0,10
Arena Films,0.0,10
J&M Entertainment,33082548.0,10
Cineplex-Odeon Films,28763497.0,10
Province of British Columbia Production Services Tax Credit,834285665.0,10
Les Films du Lendemain,0.0,10
Tarantula,0.0,10
Kim Ki-Duk Film,17082.0,10
Mattel Playground Productions,0.0,10
Les Films des Tournelles,10759874.0,10
Fair Film,1314230.0,10
Pure Flix Entertainment,40218707.0,10
Les Films de la Pléiade,24517.0,10
Faso Film,0.0,10
Instituto de Crédito Oficial (ICO),78503482.0,10
The Movie Network (TMN),96978304.0,10
Archipel 35,7062460.0,10
Arwin Productions,0.0,10
Arzu Film,698200.0,10
Les Films Pelléas,0.0,10
Mollywood,30007182.0,10
Melvin Simon Productions,212615115.0,10
Regione Lazio,27626958.0,10
Finos Film,0.0,10
Hasbro Studios,4472025199.0,10
Rialto Film Preben-Philipsen,0.0,10
Universal,285960427.0,10
Grand Army Entertainment,48786506.0,10
Depth of Field,421909684.0,10
Dieter Geissler Filmproduktion,36442475.0,10
Fastnet Films,7847000.0,10
ABC Pictures,44445393.0,10
Bona Fide Productions,355855517.0,10
Produzioni Atlas Consorziate (P.A.C.),0.0,10
WDR,82576878.0,10
Snowfort Pictures,104032.0,10
Dune Films,449789979.0,10
B.R.C. Produzione S.r.l.,17277.0,10
Irwin Entertainment,0.0,10
Delux Productions,38286376.0,10
Palomar Pictures,121461.0,10
Edko Films,512242766.0,10
Snoot Entertainment,62530939.0,10
Von Zerneck Sertner Films,0.0,10
Kazakhfilm Studios,0.0,10
Télévision Suisse-Romande (TSR),20217080.0,10
Republic Pictures (II),49601.0,10
Telefónica Studios,41462125.0,10
Kennedy Miller Productions,1321298675.0,10
Rialto Film,0.0,10
Brandman Productions,0.0,10
Shangri-La Entertainment,214992457.0,10
Lereby Productions,30641770.0,10
Quad Productions,476338947.0,10
Northern Lights Entertainment,779657115.0,10
Picture Palace,0.0,10
TWS Productions II,0.0,10
The 7th Floor,0.0,10
The Zanuck Company,1426448691.0,10
PECF,17808.0,10
Big Talk Productions,504010533.0,10
Société Générale de Cinématographie (S.G.C.),0.0,10
Buffalo Gal Pictures,544656.0,10
Fonds Eurimages du Conseil de l'Europe,14141339.0,10
MDP Worldwide,84454362.0,10
Lolafilms,3777141.0,10
Film Väst,33146835.0,10
Canadian Broadcasting Corporation (CBC),0.0,10
Universal Pictures International (UPI),50356379.0,10
Qartuli Pilmi,215496.0,10
Sony Pictures Releasing,1253365315.0,10
Warwick Film Productions,37402877.0,10
Cheyenne Enterprises,810090549.0,10
Allied Filmmakers,127403201.0,10
Broad Green Pictures,26305793.0,9
First Floor Features,163169.0,9
Les Productions de la Guéville,37926235.0,9
Famous Players-Lasky Corporation,0.0,9
Filmes Cinematografica,0.0,9
Arrowstorm Entertainment,0.0,9
Quinta Communications,311821910.0,9
Blue Rider Pictures,1115493.0,9
Film Science,5485523.0,9
Euterpe,0.0,9
Broadway Video,197031212.0,9
Jigsaw Productions,769167.0,9
Lifetime,0.0,9
Lions Gate,87894835.0,9
Detour Filmproduction,152715959.0,9
Trigger Street Productions,616164885.0,9
Filmauro,73663310.0,9
Polish Film Institute,20348249.0,9
Warp Films,133451232.0,9
Bow and Arrow Entertainment,779820.0,9
Pan Européenne Production,3547209.0,9
Paramount Television,0.0,9
WT2 Productions,153141687.0,9
Avenue Pictures Productions,47584282.0,9
Bryna Productions,65656087.0,9
Kopelson Entertainment,966525354.0,9
Independent International Pictures (I-I),0.0,9
"Weinstein Company, The",141560237.0,9
Bluegrass Films,1146675038.0,9
Sidus Pictures,0.0,9
Levity Productions,0.0,9
Washington Square Films,37619829.0,9
Pro-ject Filmproduktion,5769290.0,9
Apaches Entertainment,226926891.0,9
Qwerty Films,58031753.0,9
Brandywine Productions,1458553115.0,9
Storyline Entertainment,306776732.0,9
Filmové studio Barrandov,0.0,9
Lenfilm Studio,1310673.0,9
Astral Media,56012573.0,9
Lone Star Production,0.0,9
Shueisha,117492546.0,9
Portobello Pictures,23339267.0,9
Warner Independent Pictures (WIP),140708680.0,9
Black Forest Films,0.0,9
Paradise Films,0.0,9
Documento Film,0.0,9
Associated British Picture Corporation (ABPC),0.0,9
Twentieth Century-Fox Productions,29950000.0,9
John Wells Productions,91955162.0,9
Arcadia Motion Pictures,962748.0,9
Lone Star Corporation,0.0,9
Australian Film Finance Corporation,35209122.0,9
Animal Kingdom,18588603.0,9
Valhalla Motion Pictures,1093976289.0,9
Universal Cartoon Studios,80936232.0,9
BOB Film Sweden AB,0.0,9
Instituto Mexicano de Cinematografía (IMCINE),0.0,9
Orange Studios,98711429.0,9
Winkler Films,111450050.0,9
Seasonal Film Corporation,108154.0,9
Ibermedia,0.0,9
VideoFilmes,39426088.0,9
Industry Entertainment,144875753.0,9
Protozoa Pictures,768240648.0,9
Blinding Edge Pictures,2056470636.0,9
Orion Pictures Corporation,159899670.0,9
Pacific Western,959447918.0,9
Fida cinematografica,39481.0,9
Bleiberg Entertainment,6469193.0,9
International Traders,690377027.0,9
Virtual Studios,1040940211.0,9
Explorer Film '58,0.0,9
Peter Rogers Productions,0.0,9
Joseph M. Schenck Productions,0.0,9
Silver Screen Partners III,662626064.0,9
See-Saw Films,619043129.0,9
Kintop Pictures,90363656.0,9
Paul Malvern Productions,0.0,9
Roth Films,3349133928.0,9
Frankovich Productions,30000000.0,9
The Montecito Picture Company,538623732.0,9
Samson Films,20738282.0,9
Epix,0.0,9
Alliance Communications Corporation,19138669.0,9
SBS Productions,31568898.0,9
Mandalay Vision,49825759.0,9
Tango Film,0.0,9
Minds Eye Entertainment,0.0,9
Contrafilm,762113799.0,9
TS Productions,7210336.0,9
TYPE-MOON,0.0,9
Zide-Perry Productions,1109308830.0,9
Comptoir Français du Film Production (CFFP),0.0,9
China Star Entertainment,0.0,9
Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),101657.0,9
American Entertainment Partners L.P.,261903965.0,9
ContentFilm,9023750.0,9
New South Wales Film & Television Office,116700000.0,9
Agora Films,0.0,9
Emmett Furla Oasis Films (EFO Films),23841633.0,9
Nederlands Fonds voor de Film,45206336.0,9
Nordisk Film- & TV-Fond,17591867.0,9
Current Entertainment,343387444.0,9
Copperheart Entertainment,0.0,9
Mockingbird Pictures,930533.0,9
NBC Productions,5596267.0,9
Screen NSW,31798486.0,9
A Band Apart,897141889.0,9
Forward Pass,1457023968.0,9
Amazon Studios,146952588.0,9
Marvel Entertainment,4530187954.0,9
Rat Entertainment,522861043.0,9
Marv Films,988746811.0,9
The Bureau,22444254.0,9
Cinematograph AB,11501340.0,9
"Mirisch Corporation, The",110684308.0,9
Marubeni,504874781.0,9
Corazón International,28903657.0,9
Ministerio de Cultura,96813074.0,9
A&E Television Networks,351040419.0,9
Fragile Films,11511937.0,9
Danjaq,1727236985.0,9
Tax Credit Finance,3770741.0,9
Televisión Federal (Telefe),58904944.0,9
Tigon British Film Productions,0.0,9
NHK,191125.0,9
Fleischer Studios,0.0,9
NGN Productions,0.0,9
Saban Entertainment,83979739.0,9
David Foster Productions,251505593.0,9
Gullane Filmes,0.0,9
Nomadic Pictures,10284318.0,9
A&M Films,68083268.0,9
Elzévir Films,472370.0,9
Centre National du Cinéma et de L'image Animée (CNC),38893712.0,9
Greek Television ET-1,0.0,9
Columbia Broadcasting System (CBS),0.0,9
The Harold Greenberg Fund,12326757.0,9
Revelations Entertainment,235118538.0,9
Motion Picture Corporation of America,33609810.0,9
Code Entertainment,19042237.0,9
Central Motion Pictures,8014945.0,9
Wonderland Sound and Vision,797343032.0,9
Fox Atomic,143588163.0,9
Nu Image / Millennium Films,0.0,9
Next Entertainment,404944927.0,9
ufotable,0.0,9
Mondial Televisione Film,0.0,9
Max Films Productions,3430018.0,9
TOEI,0.0,8
LivePlanet,822722367.0,8
Incorporated Television Company,113148530.0,8
Galatée Films,21067655.0,8
Darlow Smithson Productions,13885802.0,8
Tritone Cinematografica,0.0,8
Color Force,3204094492.0,8
Wildside,6921.0,8
Morningside Productions,0.0,8
Fonds Sud Cinéma,214605.0,8
P.A.C.,0.0,8
Drafthouse Films,4298831.0,8
Jaffe/Braunstein Films,0.0,8
The Bubble Factory,64566144.0,8
The Associates & Aldrich Company,0.0,8
Geffen Pictures,301574328.0,8
Strike Entertainment,765718945.0,8
Element Films,64526281.0,8
Misher Films,752378845.0,8
Columbia Pictures Television,0.0,8
Unified Pictures,67032.0,8
Mercury Productions,23217674.0,8
Darko Entertainment,58346063.0,8
Ego Film Arts,1536156.0,8
EFVE,107926376.0,8
Krátký Film Praha,0.0,8
Gateway Films,0.0,8
Topkapi Films,5475058.0,8
Gaylord Films,111899834.0,8
Troublemaker Studios,696301773.0,8
Pantelion Films,127103868.0,8
Bandai Visual,22512655.0,8
Parc Film,39388.0,8
Smokehouse Pictures,744538842.0,8
Silver Screen Pictures,0.0,8
Harmony Gold,1910.0,8
Pioneer Pictures,45636368.0,8
Nick Wechsler Productions,301627453.0,8
Lightstorm Entertainment,5659843833.0,8
Regent Capital,26342061.0,8
Gladden Entertainment,80592009.0,8
Cable Stuff Productions,0.0,8
Renaissance Films,7960589.0,8
Georges Méliès,0.0,8
ArieScope Pictures,3118464.0,8
Gerber Pictures,425669164.0,8
Film i Skåne,0.0,8
Svensk Filmindustri,28000000.0,8
Pierre Grise Productions,0.0,8
Province of British Columbia Film Incentive BC,252218268.0,8
Provident Films,149059382.0,8
Backup Media,45449491.0,8
Isle of Man Film Commission,527786.0,8
Conspiração Filmes,2070806.0,8
C.R.R.A.V. Nord Pas de Calais,27134040.0,8
Protagonist Pictures,12648190.0,8
Itaca Films,2801508.0,8
Solaris Film,54205443.0,8
Consejo Nacional para la Cultura y las Artes (CONACULTA),2395000.0,8
Lumen Films,27953.0,8
Dentsu Inc.,486801930.0,8
Media Asia Films Ltd.,0.0,8
Région Wallone,0.0,8
Filmwerks,0.0,8
Fabula,42196205.0,8
Ghoulardi Film Company,225131143.0,8
Essential Filmproduktion GmbH,0.0,8
CB Films,0.0,8
Programme MEDIA de la Communauté Européenne,8639251.0,8
Reunion Pictures,0.0,8
The Institute for the Intellectual Development of Children & Young Adults,900000.0,8
Parallax Pictures,295444.0,8
Artemis Film,0.0,8
Studio Green,43200000.0,8
Arcola Pictures,13680000.0,8
Norsk Film,1999955.0,8
Stuber Productions,680256876.0,8
Total Entertainment,712171856.0,8
Affirm Films,270654486.0,8
Overture Films,144750811.0,8
Ixtlan,394481448.0,8
Sepia Films,0.0,8
King Brothers Productions,0.0,8
Leone Film,0.0,8
Artina Films,64842844.0,8
Arco Film,0.0,8
Silvio Berlusconi Communications,4532791.0,8
Artificial Eye,4250507.0,8
Gloria Films,0.0,8
Alfama Films,6063556.0,8
Outlaw Productions (I),316802840.0,8
Spelling Films,57170461.0,8
Reliance BIG Entertainment,626282195.0,8
Kingsgate Films,67573402.0,8
Koktebel Film Company,0.0,8
Alexandre Films,0.0,8
Balaji Motion Pictures,19200000.0,8
Matila Röhr Productions (MRP),24000000.0,8
Légende Films,7900000.0,8
Sobini Films,3776938.0,8
The Essanay Film Manufacturing Company,0.0,8
Eyeworks Film & TV Drama,0.0,8
Parallel Film Productions,67021676.0,8
The Film,172805.0,8
Ital-Noleggio Cinematografico,0.0,8
Upload Films,67857907.0,8
Paradox Entertainment,64120735.0,8
Antiteater-X-Film,0.0,8
Flach Film,2052466.0,8
Filmfonds Wien,36066559.0,8
Turner Pictures,132642139.0,8
Room 101,581815666.0,8
Jim Henson Productions,90264945.0,8
Grosvenor Park Productions,442145086.0,8
Toei Video Company,0.0,8
Madeleine Films,0.0,8
Wanda Visión S.A.,20270166.0,8
Lietuvos Kinostudija,5926410.0,8
Lippert Films,0.0,8
Prana Animation Studios,193827814.0,8
Rastar Films,139900009.0,8
Offspring Entertainment,763505968.0,8
Penta Films,4532791.0,8
Venture Forth,42100028.0,8
Gotham Group,741989138.0,8
Lippert Pictures,0.0,8
Don Carmody Productions,268845114.0,8
Ministère de la Culture et de la Communication,0.0,8
Charles Chaplin Productions,13519181.0,8
Laurence Mark Productions,861651707.0,8
Atlantic Entertainment Group,25113942.0,8
Eagle-Lion Films,0.0,8
Fantefilm,16696488.0,8
Octagon Films,36006658.0,8
Pacific Data Images (PDI),3379865783.0,8
Cocinor,0.0,8
Belgacom,6868035.0,8
Robert E. Kent Productions,0.0,8
Südwestrundfunk (SWR),1390172.0,8
IRS Media,1543112.0,8
Walt Disney Production,0.0,8
K5 International,5496951.0,8
Epithète Films,25998618.0,8
Screen West Midlands,0.0,8
Thura Film,0.0,8
Greenestreet Films,74176043.0,8
Avery Pix,641224298.0,8
Donner/Shuler-Donner Productions,674081111.0,8
Rainmaker Entertainment,87915884.0,8
Greenwich Film Productions,4069653.0,8
Gran Via Productions,393030771.0,8
Robert Stigwood Organization (RSO),453178479.0,8
Bel Air Entertainment,348088400.0,8
Odyssey Media,0.0,8
Film Council,34059310.0,8
DreamWorks,940563673.0,8
Casa Kafka Pictures,2341534.0,8
Atmosphere Entertainment MM,1225471787.0,8
Aubrey Schenck Productions,0.0,8
Ikiru Films,184740329.0,8
Channel 4 Television,295444.0,8
Beijing Film Studio,6971266.0,8
Grive Productions,1188409520.0,8
"Zespól Filmowy ""Tor""",1999955.0,8
Peace Arch Entertainment Group,0.0,8
Flower Films (II),930464105.0,8
Ceská Televize,5770254.0,8
Gravier Productions,447110723.0,8
Fantastic Films,119084.0,8
Telepool,0.0,8
Ross Hunter Productions Inc.,100489151.0,8
Signature Entertainment,195735141.0,8
Pallas Film,1963998.0,8
Mike Zoss Productions,874484128.0,8
Chartoff-Winkler Productions,215971572.0,8
Europa Film,5010362.0,8
Metropolitan Filmexport,572149223.0,8
Fox Television Studios,0.0,8
Cheetah Vision,15900651.0,8
Rai 2,0.0,8
Feature Productions,0.0,8
Journeyman Pictures,26019471.0,8
RCR Media Group,1034589.0,8
Muse Productions,66167006.0,8
Benedict Bogeaus Production,0.0,8
Warner Bros. Home Video,0.0,8
Patriot Pictures,11449638.0,8
Brookwell-McNamara Entertainment,61956504.0,8
Tea Shop & Film Company,44235023.0,8
Movie Central Network,20779950.0,8
Ultra Film,0.0,8
Olympus Pictures,14434559.0,8
Larco Productions,0.0,8
Poisson Rouge Pictures,1305195.0,8
ShowTime,0.0,8
Slot Machine,40201467.0,8
Elías Querejeta Producciones Cinematográficas S.L.,1885013.0,8
barefoot films,173023447.0,8
First Look International,3309421.0,8
Thorn EMI Screen Entertainment,33087653.0,8
Televisión Española TVE,48670077.0,8
Security Pictures,0.0,8
Zed Filmworks,19980.0,8
Cherokee Productions,0.0,8
GMT Productions,0.0,8
Turner Classic Movies (TCM),0.0,8
Wim Wenders Stiftung,2182087.0,8
Don Simpson/Jerry Bruckheimer Films,1556521358.0,8
Circle of Confusion,28243152.0,8
Altitude Film Entertainment,16614264.0,8
Handmade Films Ltd.,46263150.0,7
Porchlight Films,3472092.0,7
Zoetrope Studios,93540199.0,7
Elite Film,0.0,7
New South Wales Film Corp.,660537.0,7
Gilbert Films,480188045.0,7
Dargaud Films,0.0,7
Irwin Allen Productions,433834240.0,7
Les Films Manuel Munz,40924982.0,7
Global Entertainment Productions GmbH & Company Medien KG,753828264.0,7
United States Pictures,0.0,7
Tallinnfilm,0.0,7
Les Films d'Ici,11125849.0,7
Cinema Group Ventures,110808246.0,7
Fortis Films,393775676.0,7
Island World,55173795.0,7
Devon Film,0.0,7
National General Pictures,0.0,7
August Entertainment,13207044.0,7
Svenska Biografteatern AB,0.0,7
APJAC Productions,83444049.0,7
Otto Preminger Films,0.0,7
Louverture Films,111000.0,7
Nippon Herald Films,12895747.0,7
Telecinco,49187056.0,7
Media Pro Pictures,17709183.0,7
Téléma Productions,0.0,7
Happinet Pictures,92304385.0,7
CinemaNX,6656929.0,7
Closest to the Hole Productions,492869824.0,7
Concorde Pictures,858591.0,7
Romania Film,0.0,7
ARD/Degeto Film GmbH,0.0,7
Svenska Ord,0.0,7
Svenska Filminstitutet,0.0,7
Bona Film Group,31159968.0,7
Mid Atlantic Films,1811523607.0,7
